ts,venue,coin,mid
1781469900.0,hyperliquid,BTC,63983.0
1781470800.0,hyperliquid,BTC,64072.0
1781471700.0,hyperliquid,BTC,64757.0
1781472600.0,hyperliquid,BTC,65266.0
1781473500.0,hyperliquid,BTC,65303.0
1781474400.0,hyperliquid,BTC,65101.0
1781475300.0,hyperliquid,BTC,65186.0
1781476200.0,hyperliquid,BTC,65444.0
1781477100.0,hyperliquid,BTC,65389.0
1781478000.0,hyperliquid,BTC,65547.0
1781478900.0,hyperliquid,BTC,65666.0
1781479800.0,hyperliquid,BTC,65536.0
1781480700.0,hyperliquid,BTC,65720.0
1781481600.0,hyperliquid,BTC,65851.0
1781482500.0,hyperliquid,BTC,65739.0
1781483400.0,hyperliquid,BTC,65516.0
1781484300.0,hyperliquid,BTC,65608.0
1781485200.0,hyperliquid,BTC,65490.0
1781486100.0,hyperliquid,BTC,65382.0
1781487000.0,hyperliquid,BTC,65689.0
1781487900.0,hyperliquid,BTC,65487.0
1781488800.0,hyperliquid,BTC,65633.0
1781489700.0,hyperliquid,BTC,65626.0
1781490600.0,hyperliquid,BTC,65546.0
1781491500.0,hyperliquid,BTC,65446.0
1781492400.0,hyperliquid,BTC,65697.0
1781493300.0,hyperliquid,BTC,65700.0
1781494200.0,hyperliquid,BTC,65888.0
1781495100.0,hyperliquid,BTC,65898.0
1781496000.0,hyperliquid,BTC,65687.0
1781496900.0,hyperliquid,BTC,65687.0
1781497800.0,hyperliquid,BTC,65649.0
1781498700.0,hyperliquid,BTC,65611.0
1781499600.0,hyperliquid,BTC,65660.0
1781500500.0,hyperliquid,BTC,65809.0
1781501400.0,hyperliquid,BTC,65706.0
1781502300.0,hyperliquid,BTC,65834.0
1781503200.0,hyperliquid,BTC,65868.0
1781504100.0,hyperliquid,BTC,65924.0
1781505000.0,hyperliquid,BTC,65796.0
1781505900.0,hyperliquid,BTC,65801.0
1781506800.0,hyperliquid,BTC,65804.0
1781507700.0,hyperliquid,BTC,65947.0
1781508600.0,hyperliquid,BTC,65735.0
1781509500.0,hyperliquid,BTC,65648.0
1781510400.0,hyperliquid,BTC,65708.0
1781511300.0,hyperliquid,BTC,65655.0
1781512200.0,hyperliquid,BTC,65750.0
1781513100.0,hyperliquid,BTC,65648.0
1781514000.0,hyperliquid,BTC,65666.0
1781514900.0,hyperliquid,BTC,65627.0
1781515800.0,hyperliquid,BTC,65547.0
1781516700.0,hyperliquid,BTC,65570.0
1781517600.0,hyperliquid,BTC,65723.0
1781518500.0,hyperliquid,BTC,65693.0
1781519400.0,hyperliquid,BTC,65746.0
1781520300.0,hyperliquid,BTC,65888.0
1781521200.0,hyperliquid,BTC,65926.0
1781522100.0,hyperliquid,BTC,66251.0
1781523000.0,hyperliquid,BTC,66141.0
1781523900.0,hyperliquid,BTC,66221.0
1781524800.0,hyperliquid,BTC,66262.0
1781525700.0,hyperliquid,BTC,66258.0
1781526600.0,hyperliquid,BTC,66447.0
1781527500.0,hyperliquid,BTC,66547.0
1781528400.0,hyperliquid,BTC,66605.0
1781529300.0,hyperliquid,BTC,66820.0
1781530200.0,hyperliquid,BTC,66551.0
1781531100.0,hyperliquid,BTC,66412.0
1781532000.0,hyperliquid,BTC,66418.0
1781532900.0,hyperliquid,BTC,66521.0
1781533800.0,hyperliquid,BTC,66503.0
1781534700.0,hyperliquid,BTC,66567.0
1781535600.0,hyperliquid,BTC,66598.0
1781536500.0,hyperliquid,BTC,66628.0
1781537400.0,hyperliquid,BTC,66877.0
1781538300.0,hyperliquid,BTC,67261.0
1781539200.0,hyperliquid,BTC,67231.0
1781540100.0,hyperliquid,BTC,67159.0
1781541000.0,hyperliquid,BTC,67146.0
1781541900.0,hyperliquid,BTC,67131.0
1781542800.0,hyperliquid,BTC,66866.0
1781543700.0,hyperliquid,BTC,66781.0
1781544600.0,hyperliquid,BTC,66853.0
1781545500.0,hyperliquid,BTC,66825.0
1781546400.0,hyperliquid,BTC,66780.0
1781547300.0,hyperliquid,BTC,66805.0
1781548200.0,hyperliquid,BTC,66777.0
1781549100.0,hyperliquid,BTC,66729.0
1781550000.0,hyperliquid,BTC,66819.0
1781550900.0,hyperliquid,BTC,66496.0
1781551800.0,hyperliquid,BTC,66692.0
1781552700.0,hyperliquid,BTC,66561.0
1781553600.0,hyperliquid,BTC,66523.0
1781554500.0,hyperliquid,BTC,66542.0
1781555400.0,hyperliquid,BTC,66562.0
1781556300.0,hyperliquid,BTC,66484.0
1781557200.0,hyperliquid,BTC,66482.0
1781558100.0,hyperliquid,BTC,66368.0
1781559000.0,hyperliquid,BTC,66406.0
1781559900.0,hyperliquid,BTC,66338.0
1781560800.0,hyperliquid,BTC,66335.0
1781561700.0,hyperliquid,BTC,66135.0
1781562600.0,hyperliquid,BTC,66265.0
1781563500.0,hyperliquid,BTC,66167.0
1781564400.0,hyperliquid,BTC,66237.0
1781565300.0,hyperliquid,BTC,66197.0
1781566200.0,hyperliquid,BTC,66237.0
1781567100.0,hyperliquid,BTC,66294.0
1781568000.0,hyperliquid,BTC,66360.0
1781568900.0,hyperliquid,BTC,66209.0
1781569800.0,hyperliquid,BTC,66385.0
1781570700.0,hyperliquid,BTC,66215.0
1781571600.0,hyperliquid,BTC,66251.0
1781572500.0,hyperliquid,BTC,66343.0
1781573400.0,hyperliquid,BTC,66333.0
1781574300.0,hyperliquid,BTC,66314.0
1781575200.0,hyperliquid,BTC,66032.0
1781576100.0,hyperliquid,BTC,65750.0
1781577000.0,hyperliquid,BTC,65846.0
1781577900.0,hyperliquid,BTC,65710.0
1781578800.0,hyperliquid,BTC,65772.0
1781579700.0,hyperliquid,BTC,65944.0
1781580600.0,hyperliquid,BTC,66096.0
1781581500.0,hyperliquid,BTC,66128.0
1781582400.0,hyperliquid,BTC,66116.0
1781583300.0,hyperliquid,BTC,65945.0
1781584200.0,hyperliquid,BTC,65853.0
1781585100.0,hyperliquid,BTC,65807.0
1781586000.0,hyperliquid,BTC,65988.0
1781586900.0,hyperliquid,BTC,66050.0
1781587800.0,hyperliquid,BTC,66059.0
1781588700.0,hyperliquid,BTC,66032.0
1781589600.0,hyperliquid,BTC,66159.0
1781590500.0,hyperliquid,BTC,66314.0
1781591400.0,hyperliquid,BTC,66372.0
1781592300.0,hyperliquid,BTC,66408.0
1781593200.0,hyperliquid,BTC,66298.0
1781594100.0,hyperliquid,BTC,66307.0
1781595000.0,hyperliquid,BTC,66286.0
1781595900.0,hyperliquid,BTC,66343.0
1781596800.0,hyperliquid,BTC,66441.0
1781597700.0,hyperliquid,BTC,66520.0
1781598600.0,hyperliquid,BTC,66595.0
1781599500.0,hyperliquid,BTC,66858.0
1781600400.0,hyperliquid,BTC,66735.0
1781601300.0,hyperliquid,BTC,66590.0
1781602200.0,hyperliquid,BTC,66682.0
1781603100.0,hyperliquid,BTC,66482.0
1781604000.0,hyperliquid,BTC,66517.0
1781604900.0,hyperliquid,BTC,66641.0
1781605800.0,hyperliquid,BTC,66587.0
1781606700.0,hyperliquid,BTC,66481.0
1781607600.0,hyperliquid,BTC,66486.0
1781608500.0,hyperliquid,BTC,66452.0
1781609400.0,hyperliquid,BTC,66373.0
1781610300.0,hyperliquid,BTC,66456.0
1781611200.0,hyperliquid,BTC,66526.0
1781612100.0,hyperliquid,BTC,66555.0
1781613000.0,hyperliquid,BTC,66471.0
1781613900.0,hyperliquid,BTC,66397.0
1781614800.0,hyperliquid,BTC,66176.0
1781615700.0,hyperliquid,BTC,65989.0
1781616600.0,hyperliquid,BTC,66107.0
1781617500.0,hyperliquid,BTC,66019.0
1781618400.0,hyperliquid,BTC,66007.0
1781619300.0,hyperliquid,BTC,65536.0
1781620200.0,hyperliquid,BTC,65653.0
1781621100.0,hyperliquid,BTC,65624.0
1781622000.0,hyperliquid,BTC,65836.0
1781622900.0,hyperliquid,BTC,65790.0
1781623800.0,hyperliquid,BTC,65816.0
1781624700.0,hyperliquid,BTC,65851.0
1781625600.0,hyperliquid,BTC,65756.0
1781626500.0,hyperliquid,BTC,65763.0
1781627400.0,hyperliquid,BTC,65786.0
1781628300.0,hyperliquid,BTC,65732.0
1781629200.0,hyperliquid,BTC,65766.0
1781630100.0,hyperliquid,BTC,65727.0
1781631000.0,hyperliquid,BTC,65735.0
1781631900.0,hyperliquid,BTC,65958.0
1781632800.0,hyperliquid,BTC,66121.0
1781633700.0,hyperliquid,BTC,65898.0
1781634600.0,hyperliquid,BTC,65820.0
1781635500.0,hyperliquid,BTC,65822.0
1781636400.0,hyperliquid,BTC,65648.0
1781637300.0,hyperliquid,BTC,65694.0
1781638200.0,hyperliquid,BTC,65624.0
1781639100.0,hyperliquid,BTC,65642.0
1781640000.0,hyperliquid,BTC,65746.0
1781640900.0,hyperliquid,BTC,65705.0
1781641800.0,hyperliquid,BTC,65823.0
1781642700.0,hyperliquid,BTC,65834.0
1781643600.0,hyperliquid,BTC,65898.0
1781644500.0,hyperliquid,BTC,65699.0
1781645400.0,hyperliquid,BTC,65706.0
1781646300.0,hyperliquid,BTC,65749.0
1781647200.0,hyperliquid,BTC,65819.0
1781648100.0,hyperliquid,BTC,65747.0
1781649000.0,hyperliquid,BTC,65689.0
1781649900.0,hyperliquid,BTC,65748.0
1781650800.0,hyperliquid,BTC,65732.0
1781651700.0,hyperliquid,BTC,65707.0
1781652600.0,hyperliquid,BTC,65695.0
1781653500.0,hyperliquid,BTC,65639.0
1781654400.0,hyperliquid,BTC,65722.0
1781655300.0,hyperliquid,BTC,65691.0
1781656200.0,hyperliquid,BTC,65804.0
1781657100.0,hyperliquid,BTC,65682.0
1781658000.0,hyperliquid,BTC,65771.0
1781658900.0,hyperliquid,BTC,65553.0
1781659800.0,hyperliquid,BTC,65737.0
1781660700.0,hyperliquid,BTC,65913.0
1781661600.0,hyperliquid,BTC,65878.0
1781662500.0,hyperliquid,BTC,66074.0
1781663400.0,hyperliquid,BTC,65830.0
1781664300.0,hyperliquid,BTC,65882.0
1781665200.0,hyperliquid,BTC,65798.0
1781666100.0,hyperliquid,BTC,65759.0
1781667000.0,hyperliquid,BTC,65775.0
1781667900.0,hyperliquid,BTC,65822.0
1781668800.0,hyperliquid,BTC,65800.0
1781669700.0,hyperliquid,BTC,65868.0
1781670600.0,hyperliquid,BTC,65894.0
1781671500.0,hyperliquid,BTC,65858.0
1781672400.0,hyperliquid,BTC,65779.0
1781673300.0,hyperliquid,BTC,65832.0
1781674200.0,hyperliquid,BTC,65894.0
1781675100.0,hyperliquid,BTC,65813.0
1781676000.0,hyperliquid,BTC,65835.0
1781676900.0,hyperliquid,BTC,65626.0
1781677800.0,hyperliquid,BTC,65610.0
1781678700.0,hyperliquid,BTC,65595.0
1781679600.0,hyperliquid,BTC,65668.0
1781680500.0,hyperliquid,BTC,65521.0
1781681400.0,hyperliquid,BTC,65508.0
1781682300.0,hyperliquid,BTC,65511.0
1781683200.0,hyperliquid,BTC,65303.0
1781684100.0,hyperliquid,BTC,65296.0
1781685000.0,hyperliquid,BTC,64893.0
1781685900.0,hyperliquid,BTC,64896.0
1781686800.0,hyperliquid,BTC,64960.0
1781687700.0,hyperliquid,BTC,65023.0
1781688600.0,hyperliquid,BTC,64927.0
1781689500.0,hyperliquid,BTC,64886.0
1781690400.0,hyperliquid,BTC,64862.0
1781691300.0,hyperliquid,BTC,64914.0
1781692200.0,hyperliquid,BTC,64900.0
1781693100.0,hyperliquid,BTC,64782.0
1781694000.0,hyperliquid,BTC,64582.0
1781694900.0,hyperliquid,BTC,64690.0
1781695800.0,hyperliquid,BTC,64775.0
1781696700.0,hyperliquid,BTC,64796.0
1781697600.0,hyperliquid,BTC,64832.0
1781698500.0,hyperliquid,BTC,64667.0
1781699400.0,hyperliquid,BTC,64903.0
1781700300.0,hyperliquid,BTC,65033.0
1781701200.0,hyperliquid,BTC,65068.0
1781702100.0,hyperliquid,BTC,64906.0
1781703000.0,hyperliquid,BTC,65260.0
1781703900.0,hyperliquid,BTC,65271.0
1781704800.0,hyperliquid,BTC,65327.0
1781705700.0,hyperliquid,BTC,65241.0
1781706600.0,hyperliquid,BTC,65091.0
1781707500.0,hyperliquid,BTC,65085.0
1781708400.0,hyperliquid,BTC,65213.0
1781709300.0,hyperliquid,BTC,65315.0
1781710200.0,hyperliquid,BTC,65478.0
1781711100.0,hyperliquid,BTC,65731.0
1781712000.0,hyperliquid,BTC,65832.0
1781712900.0,hyperliquid,BTC,66227.0
1781713800.0,hyperliquid,BTC,65942.0
1781714700.0,hyperliquid,BTC,65833.0
1781715600.0,hyperliquid,BTC,65833.0
1781716500.0,hyperliquid,BTC,65940.0
1781717400.0,hyperliquid,BTC,65831.0
1781718300.0,hyperliquid,BTC,66050.0
1781719200.0,hyperliquid,BTC,65268.0
1781720100.0,hyperliquid,BTC,65370.0
1781721000.0,hyperliquid,BTC,66013.0
1781721900.0,hyperliquid,BTC,65493.0
1781722800.0,hyperliquid,BTC,65330.0
1781723700.0,hyperliquid,BTC,64438.0
1781724600.0,hyperliquid,BTC,64147.0
1781725500.0,hyperliquid,BTC,64287.0
1781726400.0,hyperliquid,BTC,64179.0
1781727300.0,hyperliquid,BTC,64331.0
1781728200.0,hyperliquid,BTC,64193.0
1781729100.0,hyperliquid,BTC,64386.0
1781730000.0,hyperliquid,BTC,64302.0
1781730900.0,hyperliquid,BTC,64234.0
1781731800.0,hyperliquid,BTC,64144.0
1781732700.0,hyperliquid,BTC,64227.0
1781733600.0,hyperliquid,BTC,64068.0
1781734500.0,hyperliquid,BTC,64328.0
1781735400.0,hyperliquid,BTC,64227.0
1781736300.0,hyperliquid,BTC,64264.0
1781737200.0,hyperliquid,BTC,64284.0
1781738100.0,hyperliquid,BTC,64466.0
1781739000.0,hyperliquid,BTC,64407.0
1781739900.0,hyperliquid,BTC,64470.0
1781740800.0,hyperliquid,BTC,64603.0
1781741700.0,hyperliquid,BTC,64559.0
1781742600.0,hyperliquid,BTC,64556.0
1781743500.0,hyperliquid,BTC,64431.0
1781744400.0,hyperliquid,BTC,64696.0
1781745300.0,hyperliquid,BTC,64626.0
1781746200.0,hyperliquid,BTC,64583.0
1781747100.0,hyperliquid,BTC,64513.0
1781748000.0,hyperliquid,BTC,64533.0
1781748900.0,hyperliquid,BTC,64669.0
1781749800.0,hyperliquid,BTC,64711.0
1781750700.0,hyperliquid,BTC,64651.0
1781751600.0,hyperliquid,BTC,64486.0
1781752500.0,hyperliquid,BTC,64268.0
1781753400.0,hyperliquid,BTC,64289.0
1781754300.0,hyperliquid,BTC,64247.0
1781755200.0,hyperliquid,BTC,63903.0
1781756100.0,hyperliquid,BTC,63902.0
1781757000.0,hyperliquid,BTC,63851.0
1781757900.0,hyperliquid,BTC,63852.0
1781758800.0,hyperliquid,BTC,63888.0
1781759700.0,hyperliquid,BTC,63906.0
1781760600.0,hyperliquid,BTC,63898.0
1781761500.0,hyperliquid,BTC,63961.0
1781762400.0,hyperliquid,BTC,63924.0
1781763300.0,hyperliquid,BTC,63949.0
1781764200.0,hyperliquid,BTC,64063.0
1781765100.0,hyperliquid,BTC,64053.0
1781766000.0,hyperliquid,BTC,64063.0
1781766900.0,hyperliquid,BTC,64280.0
1781767800.0,hyperliquid,BTC,64400.0
1781768700.0,hyperliquid,BTC,64476.0
1781769600.0,hyperliquid,BTC,64508.0
1781770500.0,hyperliquid,BTC,64543.0
1781771400.0,hyperliquid,BTC,64484.0
1781772300.0,hyperliquid,BTC,64362.0
1781773200.0,hyperliquid,BTC,64354.0
1781774100.0,hyperliquid,BTC,64215.0
1781775000.0,hyperliquid,BTC,64251.0
1781775900.0,hyperliquid,BTC,64162.0
1781776800.0,hyperliquid,BTC,63972.0
1781777700.0,hyperliquid,BTC,63934.0
1781778600.0,hyperliquid,BTC,63974.0
1781779500.0,hyperliquid,BTC,64061.0
1781780400.0,hyperliquid,BTC,63998.0
1781781300.0,hyperliquid,BTC,64048.0
1781782200.0,hyperliquid,BTC,63944.0
1781783100.0,hyperliquid,BTC,63952.0
1781784000.0,hyperliquid,BTC,63978.0
1781784900.0,hyperliquid,BTC,64168.0
1781785800.0,hyperliquid,BTC,64227.0
1781786700.0,hyperliquid,BTC,64348.0
1781787600.0,hyperliquid,BTC,64370.0
1781788500.0,hyperliquid,BTC,64325.0
1781789400.0,hyperliquid,BTC,63843.0
1781790300.0,hyperliquid,BTC,63945.0
1781791200.0,hyperliquid,BTC,63736.0
1781792100.0,hyperliquid,BTC,63776.0
1781793000.0,hyperliquid,BTC,63830.0
1781793900.0,hyperliquid,BTC,63777.0
1781794800.0,hyperliquid,BTC,63516.0
1781795700.0,hyperliquid,BTC,63194.0
1781796600.0,hyperliquid,BTC,62744.0
1781797500.0,hyperliquid,BTC,62339.0
1781798400.0,hyperliquid,BTC,62605.0
1781799300.0,hyperliquid,BTC,62575.0
1781800200.0,hyperliquid,BTC,62686.0
1781801100.0,hyperliquid,BTC,62663.0
1781802000.0,hyperliquid,BTC,62477.0
1781802900.0,hyperliquid,BTC,62552.0
1781803800.0,hyperliquid,BTC,62627.0
1781804700.0,hyperliquid,BTC,62580.0
1781805600.0,hyperliquid,BTC,62690.0
1781806500.0,hyperliquid,BTC,62831.0
1781807400.0,hyperliquid,BTC,62746.0
1781808300.0,hyperliquid,BTC,62674.0
1781809200.0,hyperliquid,BTC,62640.0
1781810100.0,hyperliquid,BTC,62752.0
1781811000.0,hyperliquid,BTC,62936.0
1781811900.0,hyperliquid,BTC,62917.0
1781812800.0,hyperliquid,BTC,63154.0
1781813700.0,hyperliquid,BTC,63100.0
1781814600.0,hyperliquid,BTC,63115.0
1781815500.0,hyperliquid,BTC,63069.0
1781816400.0,hyperliquid,BTC,62899.0
1781817300.0,hyperliquid,BTC,62946.0
1781818200.0,hyperliquid,BTC,62896.0
1781819100.0,hyperliquid,BTC,62945.0
1781820000.0,hyperliquid,BTC,62898.0
1781820900.0,hyperliquid,BTC,62804.0
1781821800.0,hyperliquid,BTC,62777.0
1781822700.0,hyperliquid,BTC,62862.0
1781823600.0,hyperliquid,BTC,62726.0
1781824500.0,hyperliquid,BTC,62841.0
1781825400.0,hyperliquid,BTC,62884.0
1781826300.0,hyperliquid,BTC,62935.0
1781827200.0,hyperliquid,BTC,62835.0
1781828100.0,hyperliquid,BTC,62933.0
1781829000.0,hyperliquid,BTC,63031.0
1781829900.0,hyperliquid,BTC,62997.0
1781830800.0,hyperliquid,BTC,62939.0
1781831700.0,hyperliquid,BTC,62901.0
1781832600.0,hyperliquid,BTC,62883.0
1781833500.0,hyperliquid,BTC,62999.0
1781834400.0,hyperliquid,BTC,62997.0
1781835300.0,hyperliquid,BTC,62925.0
1781836200.0,hyperliquid,BTC,62912.0
1781837100.0,hyperliquid,BTC,62975.0
1781838000.0,hyperliquid,BTC,62710.0
1781838900.0,hyperliquid,BTC,62819.0
1781839800.0,hyperliquid,BTC,62674.0
1781840700.0,hyperliquid,BTC,62753.0
1781841600.0,hyperliquid,BTC,62844.0
1781842500.0,hyperliquid,BTC,62702.0
1781843400.0,hyperliquid,BTC,62585.0
1781844300.0,hyperliquid,BTC,62432.0
1781845200.0,hyperliquid,BTC,62650.0
1781846100.0,hyperliquid,BTC,62592.0
1781847000.0,hyperliquid,BTC,62624.0
1781847900.0,hyperliquid,BTC,62708.0
1781848800.0,hyperliquid,BTC,62828.0
1781849700.0,hyperliquid,BTC,62814.0
1781850600.0,hyperliquid,BTC,62798.0
1781851500.0,hyperliquid,BTC,62867.0
1781852400.0,hyperliquid,BTC,62743.0
1781853300.0,hyperliquid,BTC,62712.0
1781854200.0,hyperliquid,BTC,62509.0
1781855100.0,hyperliquid,BTC,62599.0
1781856000.0,hyperliquid,BTC,62643.0
1781856900.0,hyperliquid,BTC,62637.0
1781857800.0,hyperliquid,BTC,62626.0
1781858700.0,hyperliquid,BTC,62554.0
1781859600.0,hyperliquid,BTC,62394.0
1781860500.0,hyperliquid,BTC,62351.0
1781861400.0,hyperliquid,BTC,62394.0
1781862300.0,hyperliquid,BTC,62360.0
1781863200.0,hyperliquid,BTC,62525.0
1781864100.0,hyperliquid,BTC,62478.0
1781865000.0,hyperliquid,BTC,62390.0
1781865900.0,hyperliquid,BTC,62506.0
1781866800.0,hyperliquid,BTC,62465.0
1781867700.0,hyperliquid,BTC,62621.0
1781868600.0,hyperliquid,BTC,62639.0
1781869500.0,hyperliquid,BTC,62604.0
1781870400.0,hyperliquid,BTC,62598.0
1781871300.0,hyperliquid,BTC,62534.0
1781872200.0,hyperliquid,BTC,62483.0
1781873100.0,hyperliquid,BTC,62800.0
1781874000.0,hyperliquid,BTC,62751.0
1781874900.0,hyperliquid,BTC,62762.0
1781875800.0,hyperliquid,BTC,63075.0
1781876700.0,hyperliquid,BTC,63189.0
1781877600.0,hyperliquid,BTC,63065.0
1781878500.0,hyperliquid,BTC,63244.0
1781879400.0,hyperliquid,BTC,63297.0
1781880300.0,hyperliquid,BTC,63179.0
1781881200.0,hyperliquid,BTC,63155.0
1781882100.0,hyperliquid,BTC,63033.0
1781883000.0,hyperliquid,BTC,63219.0
1781883900.0,hyperliquid,BTC,63184.0
1781884800.0,hyperliquid,BTC,63361.0
1781885700.0,hyperliquid,BTC,63305.0
1781886600.0,hyperliquid,BTC,63223.0
1781887500.0,hyperliquid,BTC,62943.0
1781888400.0,hyperliquid,BTC,62977.0
1781889300.0,hyperliquid,BTC,62889.0
1781890200.0,hyperliquid,BTC,63065.0
1781891100.0,hyperliquid,BTC,63180.0
1781892000.0,hyperliquid,BTC,63138.0
1781892900.0,hyperliquid,BTC,63093.0
1781893800.0,hyperliquid,BTC,63031.0
1781894700.0,hyperliquid,BTC,63083.0
1781895600.0,hyperliquid,BTC,63036.0
1781896500.0,hyperliquid,BTC,62972.0
1781897400.0,hyperliquid,BTC,62990.0
1781898300.0,hyperliquid,BTC,62995.0
1781899200.0,hyperliquid,BTC,63048.0
1781900100.0,hyperliquid,BTC,63054.0
1781901000.0,hyperliquid,BTC,63066.0
1781901900.0,hyperliquid,BTC,63230.0
1781902800.0,hyperliquid,BTC,63248.0
1781903700.0,hyperliquid,BTC,63140.0
1781904600.0,hyperliquid,BTC,63066.0
1781905500.0,hyperliquid,BTC,63044.0
1781906400.0,hyperliquid,BTC,63069.0
1781907300.0,hyperliquid,BTC,63247.0
1781908200.0,hyperliquid,BTC,63296.0
1781909100.0,hyperliquid,BTC,63293.0
1781910000.0,hyperliquid,BTC,63265.0
1781910900.0,hyperliquid,BTC,63287.0
1781911800.0,hyperliquid,BTC,63300.0
1781912700.0,hyperliquid,BTC,63512.0
1781913600.0,hyperliquid,BTC,63496.0
1781914500.0,hyperliquid,BTC,63592.0
1781915400.0,hyperliquid,BTC,63580.0
1781916300.0,hyperliquid,BTC,63511.0
1781917200.0,hyperliquid,BTC,63422.0
1781918100.0,hyperliquid,BTC,63480.0
1781919000.0,hyperliquid,BTC,63535.0
1781919900.0,hyperliquid,BTC,63550.0
1781920800.0,hyperliquid,BTC,63448.0
1781921700.0,hyperliquid,BTC,63375.0
1781922600.0,hyperliquid,BTC,63373.0
1781923500.0,hyperliquid,BTC,63312.0
1781924400.0,hyperliquid,BTC,63322.0
1781925300.0,hyperliquid,BTC,63409.0
1781926200.0,hyperliquid,BTC,63461.0
1781927100.0,hyperliquid,BTC,63444.0
1781928000.0,hyperliquid,BTC,63393.0
1781928900.0,hyperliquid,BTC,63542.0
1781929800.0,hyperliquid,BTC,63580.0
1781930700.0,hyperliquid,BTC,63551.0
1781931600.0,hyperliquid,BTC,63797.0
1781932500.0,hyperliquid,BTC,63602.0
1781933400.0,hyperliquid,BTC,63617.0
1781934300.0,hyperliquid,BTC,63653.0
1781935200.0,hyperliquid,BTC,63655.0
1781936100.0,hyperliquid,BTC,63673.0
1781937000.0,hyperliquid,BTC,63734.0
1781937900.0,hyperliquid,BTC,63722.0
1781938800.0,hyperliquid,BTC,63637.0
1781939700.0,hyperliquid,BTC,63766.0
1781940600.0,hyperliquid,BTC,63715.0
1781941500.0,hyperliquid,BTC,63617.0
1781942400.0,hyperliquid,BTC,63513.0
1781943300.0,hyperliquid,BTC,63449.0
1781944200.0,hyperliquid,BTC,63420.0
1781945100.0,hyperliquid,BTC,63399.0
1781946000.0,hyperliquid,BTC,63488.0
1781946900.0,hyperliquid,BTC,63543.0
1781947800.0,hyperliquid,BTC,63674.0
1781948700.0,hyperliquid,BTC,63704.0
1781949600.0,hyperliquid,BTC,63661.0
1781950500.0,hyperliquid,BTC,63650.0
1781951400.0,hyperliquid,BTC,63568.0
1781952300.0,hyperliquid,BTC,63651.0
1781953200.0,hyperliquid,BTC,63634.0
1781954100.0,hyperliquid,BTC,63673.0
1781955000.0,hyperliquid,BTC,63704.0
1781955900.0,hyperliquid,BTC,63658.0
1781956800.0,hyperliquid,BTC,63722.0
1781957700.0,hyperliquid,BTC,63706.0
1781958600.0,hyperliquid,BTC,63593.0
1781959500.0,hyperliquid,BTC,63623.0
1781960400.0,hyperliquid,BTC,63553.0
1781961300.0,hyperliquid,BTC,63309.0
1781962200.0,hyperliquid,BTC,63427.0
1781963100.0,hyperliquid,BTC,63373.0
1781964000.0,hyperliquid,BTC,63184.0
1781964900.0,hyperliquid,BTC,63354.0
1781965800.0,hyperliquid,BTC,63488.0
1781966700.0,hyperliquid,BTC,63930.0
1781967600.0,hyperliquid,BTC,63985.0
1781968500.0,hyperliquid,BTC,64162.0
1781969400.0,hyperliquid,BTC,64084.0
1781970300.0,hyperliquid,BTC,64120.0
1781971200.0,hyperliquid,BTC,63970.0
1781972100.0,hyperliquid,BTC,63964.0
1781973000.0,hyperliquid,BTC,63967.0
1781973900.0,hyperliquid,BTC,63990.0
1781974800.0,hyperliquid,BTC,63920.0
1781975700.0,hyperliquid,BTC,63959.0
1781976600.0,hyperliquid,BTC,63839.0
1781977500.0,hyperliquid,BTC,63814.0
1781978400.0,hyperliquid,BTC,63804.0
1781979300.0,hyperliquid,BTC,63833.0
1781980200.0,hyperliquid,BTC,63787.0
1781981100.0,hyperliquid,BTC,63777.0
1781982000.0,hyperliquid,BTC,63872.0
1781982900.0,hyperliquid,BTC,63829.0
1781983800.0,hyperliquid,BTC,63914.0
1781984700.0,hyperliquid,BTC,63906.0
1781985600.0,hyperliquid,BTC,63939.0
1781986500.0,hyperliquid,BTC,63881.0
1781987400.0,hyperliquid,BTC,63847.0
1781988300.0,hyperliquid,BTC,63899.0
1781989200.0,hyperliquid,BTC,63967.0
1781990100.0,hyperliquid,BTC,63905.0
1781991000.0,hyperliquid,BTC,64001.0
1781991900.0,hyperliquid,BTC,63989.0
1781992800.0,hyperliquid,BTC,64106.0
1781993700.0,hyperliquid,BTC,64278.0
1781994600.0,hyperliquid,BTC,64252.0
1781995500.0,hyperliquid,BTC,64252.0
1781996400.0,hyperliquid,BTC,64237.0
1781997300.0,hyperliquid,BTC,64248.0
1781998200.0,hyperliquid,BTC,64311.0
1781999100.0,hyperliquid,BTC,64276.0
1782000000.0,hyperliquid,BTC,64237.0
1782000900.0,hyperliquid,BTC,64241.0
1782001800.0,hyperliquid,BTC,64273.0
1782002700.0,hyperliquid,BTC,64268.0
1782003600.0,hyperliquid,BTC,64226.0
1782004500.0,hyperliquid,BTC,64222.0
1782005400.0,hyperliquid,BTC,64226.0
1782006300.0,hyperliquid,BTC,64229.0
1782007200.0,hyperliquid,BTC,64227.0
1782008100.0,hyperliquid,BTC,64203.0
1782009000.0,hyperliquid,BTC,64210.0
1782009900.0,hyperliquid,BTC,64230.0
1782010800.0,hyperliquid,BTC,64271.0
1782011700.0,hyperliquid,BTC,64324.0
1782012600.0,hyperliquid,BTC,64418.0
1782013500.0,hyperliquid,BTC,64399.0
1782014400.0,hyperliquid,BTC,64374.0
1782015300.0,hyperliquid,BTC,64508.0
1782016200.0,hyperliquid,BTC,64463.0
